"date" "BAC" "INTC" "JPM" "LIN" "MCD" "MSFT" "PG" "T" "VZ" "WMT" "SP500" "Mkt.RF" "SMB" "HML" "RF"
"1" 2000-09-01 0 0 0 0 0 0 0 0 0 0 0 0.38 0.16 -0.37 0.025
"2" 2000-09-05 0.0190472582094801 -0.0633980610030572 0.0144284867072717 -0.00282480404510976 0.00422815801663612 -0.000890415618956975 0.0183299318346146 0.00582255667207376 -0.0127655291926209 0.0205133188731423 -0.00900206067976006 -0.97 -0.26 1.31 0.025
"3" 2000-09-06 0.00233697344843198 -0.0512184251975791 -0.0196938695440796 0.0234248814786124 0.0147368133154835 -0.00980437322079319 0.0150001225334109 -0.00723583884269707 -0.0201150650150331 0.00502487764541604 -0.00984019191613483 -1.23 -0.32 2.01 0.025
"4" 2000-09-07 0.0139862281913121 0.0263969624130862 0.0223216920137341 -0.0277774951680254 -0.0207468879668051 0.00900123680703069 -0.0128080137257759 -0.00291545698343476 0.0234601913499639 0.0199999250889817 0.0068755302395711 0.8 0.7 -0.91 0.025
"5" 2000-09-08 0.028735172617228 -0.0305836189873382 0.00982525855665695 -0.0385716957453756 -0.0254237859175596 -0.0107047222961895 0.0129741872947275 0.0540935971075778 0.0157590524264346 0.0220590760290948 -0.00533108594730758 -0.83 -0.85 1.22 0.025
"6" 2000-09-11 0.0111734871688174 -0.0105161217089038 -0.00540500873479477 0.00148538055925762 -0.0130435962124815 -0.0072138830382068 -0.0118226902864952 0.0194170171391128 0.0169254589887691 0.0431655300242737 -0.0035061826697893 -0.45 -0.78 1.52 0.025
"7" 2000-09-12 0.00773421282038655 0.00386472347732836 -0.0815222550896474 -0.00148317747626858 0.0220264950091065 -0.0099905609209926 0.00598212407916687 -0.00680249453557891 -0.0041607065628575 -0.00689638638104018 -0.0048816324558395 -0.5 0.31 0.11 0.025
"8" 2000-09-13 -0.00328866360053626 -0.0567853033068882 -0.0402367370437158 -0.0341754745940548 -0.0624999782167905 0.00183460810393865 -0.00891988106680031 -0.00547946270601285 -0.0334259675205154 -0.00120527358401701 0.00197035338949902 0.29 -0.1 -0.29 0.025
"9" 2000-09-14 -0.00852639001750966 -0.0265307296413914 -0.013563037069362 -0.00769179700342548 0.00229906765231958 -0.0357144644389009 -0.019249998818624 -0.0110188777249735 0.00288182508506973 -0.025522525521915 -0.00272072981358817 0.01 0.87 -0.25 0.025
"10" 2000-09-15 -0.025797014180248 -0.0353777298263903 -0.0175000082432288 -0.0496126073952039 0.0275226232819266 -0.0246912798480742 0.0196278346117116 -0.0139277216268962 0.0229879029079394 -0.00952303563501788 -0.0101696543591594 -1.23 -0.25 1.27 0.025
"11" 2000-09-18 -0.0216404121291665 -0.029611244739101 -0.0521632451091107 -0.00978790360442761 0.0178572062433231 -0.0185002972446994 -0.00599996109701573 0.0112991409726657 -0.0252803057281674 -0.0168275872690858 -0.0145312476669257 -1.8 -0.33 0.59 0.025
"12" 2000-09-19 0.0221190780950609 0.0817465705449412 0.00671190155830503 -0.0296541930001889 -0.0219297680461883 0.0317459646408049 -0.0100604071083992 0.0167596239528061 0.00720401548587479 -0.0244497608188932 0.0106541414690509 1.24 0.37 -1.42 0.025
"13" 2000-09-20 -0.0193621192938245 0.0445139493788809 -0.00800041079853042 -0.0220714009645814 -0.00672618585738749 -0.0115385523890877 0.00508165878673195 -0.0233515763113482 -0.0386264695331934 -0.0275688076647382 -0.00586345493477436 -0.39 0.67 -0.64 0.025
"14" 2000-09-21 -0.0150986031860273 -0.0250248340417163 -0.0403226587981261 0.0208335303449523 -0.0248309682764044 -0.00097279884327317 0.0171887401776127 0.0506328908660545 -0.0178570312534282 0.0309276014383977 -0.00157779504020084 -0.54 -0.63 0.95 0.025
"15" 2000-09-22 0.0377354256058415 -0.220330574939215 0.0588239930284984 -0.00340132550434313 0.0624999727037572 -0.0146055569186253 0.0159047969083772 0.0267741141554076 0.0530302025117446 0.0100001508247838 -0.000227789233524178 0.4 -0.56 -0.03 0.025
"16" 2000-09-25 0 -0.0534548303504175 -0.00529129021135144 -0.00341301413468476 0.0261437344311404 -0.0316204897210459 -0.0117413890037813 0.0117339334054749 -0.00719416736739509 -0.0297029218723339 -0.00668862319424735 -0.56 -0.34 0.6 0.025
"17" 2000-09-26 -0.021590628292293 -0.0454540852860694 -0.0199466314124007 -0.0239727580431024 0.0148619692672949 0.0234693373802619 -0.0217824061745099 -0.00386581501780847 0.00579745317931035 -0.0331626553161952 -0.00821391337345057 -0.96 -0.58 1.14 0.025
"18" 2000-09-27 -0.0209066393707644 0.0129864345844439 -0.0122119003074728 -0.00175428580796377 0 -0.0329011684337446 0 -0.0181113423475384 0.00144049407498237 0.0158306815133007 -0.000448437873535767 -0.21 -0.66 0.36 0.025
"19" 2000-09-28 0.0249115977962007 0.0128203449196671 0.0302201898982872 0.0246044826890721 0 0.0113398505696285 0.0840079720883473 0.0474309131728523 0.0877698447597082 0.00909048089627884 0.022235217480181 2.32 0.07 -1.15 0.025
"20" 2000-09-29 -0.030092730563078 -0.0646970447749923 -0.0146667815068443 0.0257293712296711 0.0104605629452266 -0.0163097816987914 0.000933803198654326 0.00377331232710376 0.0251326776521834 -0.00900858849466557 -0.0149353204215366 -1.26 0.58 1.41 0.025
"21" 2000-10-02 0.0131264754013054 -0.0345871501582005 0.0284166158513914 0.0200668355327329 -0.00414061876134453 -0.0196888654892229 0.015858050402215 0.00375985035950066 -0.0219356536250116 -0.0389615812541371 -0.000194937729671607 -0.7 -1.61 1.43 0.025
"22" 2000-10-03 0.0212012048630796 0.00467311265402315 -0.015788977618829 0.0491804288238289 0.00623686422601755 -0.0433410298410677 0.0110193622816106 -0.00249682727276568 0.00527742293558475 -0.00945914564143635 -0.00680254495174937 -1.29 0.17 0.91 0.025
"23" 2000-10-04 -0.0265277841912772 0.0418603500091708 -0.0186842936984253 -0.0328131071351848 -0.00826473987016518 -0.0198884792859041 0.0190731923913845 0.0362947555927131 0.038057332879659 0.00682114509040077 0.00551013362792885 0.64 0.15 -0.81 0.025
"24" 2000-10-05 0.0213268615486881 -0.0238092410274945 -0.0246915911935073 -0.0274635298472845 0.00416677943914889 -0.00112788918097384 0.0409980564078085 0.0401233599272501 0.0575402050239604 -0.00135514488491506 0.00136655911776606 -0.23 -0.24 0.35 0.025
"25" 2000-10-06 -0.0417634812571427 -0.0259147279354176 -0.0351618911431688 -0.00498294855487635 -0.00829892294453205 0.00338584727608371 0.0128431393165489 -0.00466738178917347 -0.0289157464358387 -0.0122112360123808 -0.019000500215129 -2.17 -0.09 1.58 0.025
"26" 2000-10-09 -0.0205806606174946 -0.021909630786891 -0.0189497302549057 0.0217024533024031 0.00627663098069675 -0.0247467576257505 -0.0143705186040926 -0.0164123100550656 -0.0148878593755415 -0.00824213698057075 -0.00493968094123931 -0.39 -0.25 0.39 0.025
"27" 2000-10-10 -0.0370830079177789 -0.0383993500561697 -0.0297182219965811 -0.00163358674605718 -0.0041580028765269 0.00692026735969375 -0.00600343833200601 -0.0286059274182011 -0.021411226067196 0.0277009594081505 -0.0107059112069846 -1.44 -0.07 0.83 0.025
"28" 2000-10-11 -0.0333765468376995 -0.0582365155891428 -0.00306255920076304 -0.0212766022852918 0.00208726000505077 0.0217643838121246 0.0146677685287464 -0.03558273731706 -0.0437576257237038 -0.0229109701759046 -0.0161713988814667 -1.77 -0.09 0.97 0.025
"29" 2000-10-12 -0.0531210137151208 0.0494701032662184 -0.0706606578569889 -0.0351169229208438 -0.0541667289021028 -0.0246640258267913 0.00170080939949835 0.0152670255781711 -0.0107673684690363 -0.0262065948827338 -0.0255094481619543 -2.83 0.62 1.25 0.025
"30" 2000-10-13 0.0448809913672572 0.0875418474525089 0.0495865466306482 -0.0294630752487625 0.0176216234572175 -0.0114942780435909 -0.013582206345537 0.00501257498347463 0.0122450318831153 0.0198294243564709 0.0333814721472252 3.88 -0.61 -2.25 0.025
"31" 2000-10-16 -0.0295298122466177 -0.116099355119355 -0.00314969321548009 0.0642854705181997 0.00432859468622948 -0.0627905336316543 -0.0094666096004985 0.0124690735339439 -0.00134400785573674 0.0513893631032833 0.000327434731942189 0.24 -0.22 -0.41 0.025
"32" 2000-10-17 -0.0539419304361791 0.0140110520795964 -0.0410745589338196 -0.0503355355711195 -0.0344828207153559 0.00124036765042046 0.0191137836311865 0.0332514708510003 0.0417227025831137 -0.0277410144656017 -0.0179322460677578 -1.95 0.11 0.72 0.025
"33" 2000-10-18 -0.0131582300762461 0.0552674644094369 -0.0280057436612776 0.0300353635386037 0.00223241399421426 0.0260224099137296 0.0236419916143136 0.00476730394112135 -0.0116282612879282 0.0163042699518616 -0.00580751140278513 -0.84 -0.34 0.69 0.025
"34" 2000-10-19 0.04444453921734 0.0981997981003944 0.0559318956628134 -0.102915874054241 -0.00668166394784664 0.195652035702948 -0.0225939039914671 -0.0118624704677499 0.00522874551947239 0.0227267490953909 0.0347432847982563 3.66 -0.51 -2.32 0.025
"35" 2000-10-20 -0.00709201141690663 0.0268256946968219 -0.0144463905236087 -0.0152961207665128 0.0134533386417626 0.0535357392264768 -0.00171210220474827 -0.025209968293989 0.00780286958220611 -0.0261433960769257 0.00588297757796186 0.92 0.5 -1.17 0.025
"36" 2000-10-23 0 0.00580597619939782 0 -0.0155342735915162 0.030972963199984 -0.0469797825403244 -0.0454544772363905 0.0665020722120129 0.0258063187567501 0.0161074968935013 -0.000823251670122538 0.03 0.65 -0.48 0.025
"37" 2000-10-24 0.01714273659757 -0.0303037459697114 0.0439739694732775 0.0611440096128786 0 -0.0100605833057275 0.0584004424749411 -0.00461877442505965 0.010062641832985 0.0224567660617234 0.00168362919025533 -0.12 -0.93 1.15 0.025
"38" 2000-10-25 -0.00983152997396586 -0.0163685854136104 -0.00156010540508977 -0.00929375995265924 -0.00429184599003651 -0.00406488635085822 0.01782678686249 0.0174017085809037 -0.00622662036165478 -0.0503871933768697 -0.0237674471480926 -2.52 -0.13 1.93 0.025
"39" 2000-10-26 -0.0156028183238538 0.081694148416773 0 0.0281429206873156 -0.00215520170845429 0.0520407001772876 0 -0.00684153685794775 0.0225565826989702 -0.0544217388407843 -0.000337081831570107 0 1.01 -0.51 0.025
"40" 2000-10-27 0.036022871571824 0.0377623411669501 0.0671876720508722 0.0328463719534924 0.0280780198290931 0.0504365464678316 0.026688705624162 0.0344431269506458 0.0404409965095989 -0.00431723230939074 0.0110961388222803 0.91 -1.12 1.11 0.025
